EXEMPLAR - COD.;titulo;autor;volume;EDIÇÃO;ANO;editora;COLEÇÃO;SÉRIE;ISBN;Nº EXEMPLAR;ASSUNTO;CLASSIFICAÇÃO;IDIOMA;OBSERVAÇÃO DO EXEMPLAR;;;;;;;;;;;;;;;;;;
E-100280;40 questões para se interpretar a Bíblia;Robert L. Plummer;;;2017;Fiel;;;9,78858E+12;1;"interpretação bíblica; hermeneutica";HE;;;;;;;;;;;;;;;;;;;;
E-100281;O Antigo Testamento: entenda sua mensagem;Alec Motyer;;;2010;Shedd Publicações;;;9,78858E+12;1;estudo bíblico;EB-M922;;;;;;;;;;;;;;;;;;;;
E-100282;Uma perspectiva cristã sobre a homossexualidade;Valdeci da Silva Santos;;;2006;Cultura cristã;;;8576221381;1;"hossexualidade; ética cristã; vida cristã";VC:A-S237;;;;;;;;;;;;;;;;;;;;
E-100283;A busca da santidade;Jerry Bridges;;;2013;Monergismo;;;9,78856E+12;1;"sanntidade; vida cristã";VCE-B852;;;;;;;;;;;;;;;;;;;;
E-100284;O Conceito de teologia e pedagogia na Didática magna de Comenius;Edson Pereira Lopes;;;2003;Editora Mackenzie;Descoberta, 1;;8587739514;1;"educação cristã; pedagogia cristã; ";EC-L864;;;;;;;;;;;;;;;;;;;;
E-100285;Ajudando uns aos outros pelo aconselhamento;Gary R. Collins;;;2005;Vida Nova;;;8527503301;1;"aconselhamento; comportamento";AB-C712;;;;;;;;;;;;;;;;;;;;
E-100286;Reforma agora: o antídoto para a confusão evangélica no Brasil;Renato Vargens;;1.ed. 2013;2016 (reimpr.);Fiel;;;9,78858E+12;1;"solas da reforma; igreja; erros eclesiásticos";I-V297;;;;;;;;;;;;;;;;;;;;
E-100287;Martinho Lutero: uma coletânea de escritos;Martinho Lutero;;;2017;Vida Nova;Clássicos da Reforma;;9,78853E+12;1;"estudos; reforma protestante; teologia";T:HI-L973;;;;;;;;;;;;;;;;;;;;
E-100288;Futebol é bom para cristão: vestindo a camisa em honra a Deus;Emílio Garofalo Neto;;;2018;Monergismo;;;9,78857E+12;1;" futebol; espiritualidade; vida cristã";VCE-G237;;;;;;;;;;;;;;;;;;;;
E-100289;As Crônicas de Aedyn: os escolhidos;Alister MacGrath;;;2011;Hagnos;;As Crônicas de Aedyn, 1;9,78852E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-M147;;;;;;;;;;;;;;;;;;;;
E-100290;As Crônicas de Aedyn: o voo dos exilados;Alister MacGrath;;;2012;Hagnos;;As Crônicas de Aedyn, 2;9,78852E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-M147;;;;;;;;;;;;;;;;;;;;
E-100291;As Crônicas de Aedyn: o desvanecer das trevas;Alister MacGrath;;;2014;Hagnos;;As Crônicas de Aedyn, 3;9,78852E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-M147;;;;;;;;;;;;;;;;;;;;
E-100292;A Sociedade do Anel;J. R. R. Tolkien;1;;2019;Harper Collins;;O Senhor dos Anéis;9,7886E+12;1;"ficção cristã; literatura";LFC-T649;;;;;;;;;;;;;;;;;;;;
E-100293;As duas torres;J. R. R. Tolkien;2;;2019;Harper Collins;;O Senhor dos Anéis;9,7886E+12;1;"ficção cristã; literatura";LFC-T649;;;;;;;;;;;;;;;;;;;;
E-100294;O retorno do rei;J. R. R. Tolkien;3;;2019;Harper Collins;;O Senhor dos Anéis;9,7886E+12;1;"ficção cristã; literatura";LFC-T649;;;;;;;;;;;;;;;;;;;;
E-100295;O Silmarillion;J. R. R. Tolkien;;;2011;Martins Fontes;;;9,78858E+12;1;"ficção cristã; literatura";LFC-T649;;;;;;;;;;;;;;;;;;;;
E-100296;O sobrino do mago;C. S. Lewis;1;4.ed.;2014;Martins Fontes;;Crônicas de Nárnia;9,78858E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-L673;;;;;;;;;;;;;;;;;;;;
E-100297;O Leão, a Feiticeira e o guarda-roupa;C. S. Lewis;2;2.ed.;2003;Martins Fontes;;Crônicas de Nárnia;8533616155;1;"ficção cristã; literatura infanto-juvenil";LIJ-L673;;;;;;;;;;;;;;;;;;;;
E-100298;O cavalo e seu menino;C. S. Lewis;3;3.ed.;2011;Martins Fontes;;Crônicas de Nárnia;9,78858E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-L673;;;;;;;;;;;;;;;;;;;;
E-100299;Príncipe Caspian;C. S. Lewis;4;5.ed.;2017;Martins Fontes;;Crônicas de Nárnia;9,78855E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-L673;;;;;;;;;;;;;;;;;;;;
E-100300;A viagem do Peregrino da Álvorada;C. S. Lewis;5;2.ed.;2003;Martins Fontes;;Crônicas de Nárnia;853361618X;1;"ficção cristã; literatura infanto-juvenil";LIJ-L673;;;;;;;;;;;;;;;;;;;;
E-100301;A cadeira de prata;C. S. Lewis;6;3.ed.;2014;Martins Fontes;;Crônicas de Nárnia;9,78858E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-L673;;;;;;;;;;;;;;;;;;;;
E-100302;A última batalha;C. S. Lewis;7;3.ed.;2014;Martins Fontes;;Crônicas de Nárnia;9,78858E+12;1;"ficção cristã; literatura infanto-juvenil";LIJ-L673;;;;;;;;;;;;;;;;;;;;
E-100303;João Calvino no Brasil ou caminhos da providência;Valter Graciano Martins;;;2019;Monergismo;;;9,78857E+12;1;"biografia; predestinação; apologética; romanismo; livre-arbítrio";B-M386;;;;;;;;;;;;;;;;;;;;
E-100304;A sabedoria de Deus: um ano de devocionais diários em Provérbios;"Timothy Keller; Kathy Keller";;;2019;Vida Nova;;;9,78853E+12;1;"devocional; vida cristã; espiritualidade; sabedoria; ";VCE-K29;;;;;;;;;;;;;;;;;;;;
E-100305;A sabedoria de Deus: um ano de devocionais diários em Provérbios;"Timothy Keller; Kathy Keller";;;2019;Vida Nova;;;9,78853E+12;2;"devocional; vida cristã; espiritualidade; sabedoria; ";VCE-K29;;;;;;;;;;;;;;;;;;;;
E-100306;A sabedoria de Deus: um ano de devocionais diários em Provérbios;"Timothy Keller; Kathy Keller";;;2019;Vida Nova;;;9,78853E+12;3;"devocional; vida cristã; espiritualidade; sabedoria; ";VCE-K29;;;;;;;;;;;;;;;;;;;;
E-100307;Lições de um leito de hospital;John Piper;;;2017;Vida Nova;;;9,78853E+12;1;"doenças; vida cristã; sofrimento; enfermindade";VCE-P665;;;;;;;;;;;;;;;;;;;;
E-100308;Teologia Sistemática;Louis Berkhof;;4.ed. 2012;2021 (reimpr.);Cultura cristã;;;9,78858E+12;1;"doutrina; teologia sistemática";TS-B512;;;;;;;;;;;;;;;;;;;;
E-100309;Análise das Institutas de Calvino;Ford Lewis Battles;;;2022;Vida Nova;;;9,78656E+12;1;"Institutas; doutrina; teologia doutrinal; João Calvino";In-B336;;;;;;;;;;;;;;;;;;;;
E-100310;Oração: experimentando intimidade com Deus;Timothy Keller;;;2016;Vida Nova;;;9,78853E+12;1;"oração; vida cristã; espiritualidade; disciplina espiritual";VCE-K29;;;;;;;;;;;;;;;;;;;;
E-100311;Mentiras em que as garotas acreditam e a verdade que as liberta;"Nancy Leigh Demoss; Dannah Gresh";;;2014;Vida Nova;;;9,78853E+12;1;"vida cristã; espiritualidade; adolescentes; meninas; sofismas";VCE-D382;;;;;;;;;;;;;;;;;;;;
E-100312;Teologia visual: uma ferramenta inovadora para o estudo de Deus;"Tim Challies; Josh Byers";;;20016;Thomas Nelson;;;9,78858E+12;1;"teologia; vida cristã; estudo familiar; discipulado básico";VCE-C437;;;;;;;;;;;;;;;;;;;;
E-100313;Teologia visual: uma ferramenta inovadora para o estudo de Deus;"Tim Challies; Josh Byers";;;20016;Thomas Nelson;;;9,78858E+12;2;"teologia; vida cristã; estudo familiar; discipulado básico";VCE-C437;;;;;;;;;;;;;;;;;;;;
E-100314;Justificação pela fé somente: a marca da vitalidade espiritual da igreja;John MacArthur Jr. [et al.];;2.ed;2013;Cultura cristã;;;9,78858E+12;1;"Doutrina; vida cristã; justificação; ";TSS-J96;;;;;;;;;;;;;;;;;;;;
E-100315;Inspiração e inerrância das escrituras: uma perspectiva reformada;Hermisten Maia P. da Costa;;2.ed.;2008;Cultura cristã;;;9,78858E+12;1;"Doutrina bíblica; bíblia; cânon; ";TSB-C837;;;;;;;;;;;;;;;;;;;;
E-100316;Dia a dia com Spurgeon : manhã e noite : meditações diárias;Charles Haddon Spurgeon;;2.ed. 2017;2021 (reimpr.);Publicações Pão Diário;;;9,78168E+12;1;"vida cristã; devocional; meditação e devoção";VCE-S772;;;;;;;;;;;;;;;;;;;;
E-100317;Raízes da teologia contemporânea;Hermisten Maia P. da Costa;;2.ed.;2018;Cultura cristã;;;9,78858E+12;1;"Teologia contemporânea; filosofia; história da teologia; ";HT-C837;;;;;;;;;;;;;;;;;;;;
E-100318;Comentário expositivo do novo testamento: os evanelhos;Hernandes Dias Lopes;1;;2019;Hagnos;;Comentário expositivo;9,78858E+12;1;Comentário bíblico;RCo-L864;;;;;;;;;;;;;;;;;;;;
E-100319;Comentário expositivo do novo testamento: Atos e epístolas paulinas;Hernandes Dias Lopes;2;;2019;Hagnos;;Comentário expositivo;9,78858E+12;1;Comentário bíblico;RCo-L864;;;;;;;;;;;;;;;;;;;;
E-100320;Comentário expositivo do novo testamento: os evanelhos;Hernandes Dias Lopes;3;;2019;Hagnos;;Comentário expositivo;9,78858E+12;1;Comentário bíblico;RCo-L864;;;;;;;;;;;;;;;;;;;;
E-100321;O evangelho segundo Mateus: a narrativa do rei;Charles Haddon Spurgeon;;;2018;Hagnos;;;9,78858E+12;1;comentário bíblico;RCo-S772;;;;;;;;;;;;;;;;;;;;
E-100322;O cristão em uma sociedade não cristã: como posicionar-se biblicamente diante dos desafios contemporâneos;John Stott;;;2021;Thomas Nelson;;;9,78857E+12;1;"sociologia cristã; problemas sociais; igreja, vida cristã; apologética";VC-S888;;;;;;;;;;;;;;;;;;;;
E-100323;Verdadeira espiritualidade: uma vida cheia de beleza, que edifica e inspira;Francis Schaeffer;;3.ed. ;2021;Cultura cristã;;;9,78858E+12;1;"vida cristã; cosmovisão; ";VCE-S294;;;;;;;;;;;;;;;;;;;;
E-100324;Somos todos teólogos: uma introdução à teologia sistemática;R. C. Sproul;;;2017;Fiel;;;9,78858E+12;1;teologia sistemática;TS-S771;;;;;;;;;;;;;;;;;;;;
E-100325;As duas naturezas do redentor: a pessoa de Cristo;Heber Carlos de Campos;;2.ed.;2014;Cultura cristã;Fé evangélica;;9,78858E+12;1;"cristologia; teologia sistemática";TSC-C198;;;;;;;;;;;;;;;;;;;;
E-100326;O ser de Deus e suas obras: a providência e sua realização histórica;Heber Carlos de Campos;;2.ed.;2016;Cultura cristã;Fé evangélica;;9,78858E+12;1;"providência; doutrina bíblica";DB-C199;;;;;;;;;;;;;;;;;;;;
E-100327;Exposição sobre capítulo 7:1 a 8:4 : A Lei: suas funções e seus limites;D. M. Lloyd-Jones;;;2001;PES;;Romanos;;1;"comentário bíblico; romanos";Rco-L923;;;;;;;;;;;;;;;;;;;;
E-100328;Exposição sobre capítulos 8:17-38: A perseverança final dos santos;D. M. Lloyd-Jones;;;2002;PES;;Romanos;;1;"comentário bíblico; romanos";Rco-L923;;;;;;;;;;;;;;;;;;;;
E-100329;Exposição sobre capítulo 11 : Para a Glória de Deus;D. M. Lloyd-Jones;;;2002;PES;;Romanos;;1;"comentário bíblico; romanos";Rco-L923;;;;;;;;;;;;;;;;;;;;
E-100330;Exposição sobre capítulo 9: O soberano propósito de Deus;D. M. Lloyd-Jones;;;2003;PES;;Romanos;;1;"comentário bíblico; romanos";Rco-L923;;;;;;;;;;;;;;;;;;;;
E-100331;Pastorais;João Calvino;;;2015;Fiel;;Comentários Bíblicos João Calvino;9,7886E+12;1;"comentário bíblico; epístolas paulinas; I Timóteo; II Timóteo; Tito; Filemon";Rco-C168;;;;;;;;;;;;;;;;;;;;
E-100332;II Coríntios;João Calvino;;;2008;Fiel;;Comentários Bíblicos João Calvino;9,7886E+12;1;"Comentário Bíblico; II Coríntios";Rco-C168;;;;;;;;;;;;;;;;;;;;
E-100333;Salmos;João Calvino;2;;2011;Fiel;;Comentários Bíblicos João Calvino;9,7886E+12;1;"Comentário bíblico; Salmos";Rco-C168;;;;;;;;;;;;;;;;;;;;
E-100334;Salmos;João Calvino;4;;2009;Fiel;;Comentários Bíblicos João Calvino;9,7886E+12;1;"Comentário bíblico; Salmos";Rco-C168;;;;;;;;;;;;;;;;;;;;
E-100335;Eu sou: doutrina da revelação verbal;Heber Carlos de Campos;1;;2017;Fiel;;Eu sou;9,78858E+12;1;"Palavra de Deus; revelação; escrituras; ";TSB-C199;;;;;;;;;;;;;;;;;;;;
E-100336;Eu sou: os modos da revelação verbal;Heber Carlos de Campos;2;;2017;Fiel;;Eu sou;9,78858E+12;1;"Palavra de Deus; revelação; escrituras; ";TSB-C199;;;;;;;;;;;;;;;;;;;;
E-100337;Eu sou: características da revelação verbal;Heber Carlos de Campos;3;;2018;Fiel;;Eu sou;9,78858E+12;1;"Palavra de Deus; revelação; escrituras; ";TSB-C199;;;;;;;;;;;;;;;;;;;;
E-100338;Eu sou: a falsificação da revelação verbal no ensino do Antigo Testamento;Heber Carlos de Campos;4;;2019;Fiel;;Eu sou;9,78858E+12;1;"Palavra de Deus; revelação; escrituras; ";TSB-C199;;;;;;;;;;;;;;;;;;;;
E-100339;História da Reforma;Carter Lindberg;;;2017;Thomas Nelson;;;9,78858E+12;1;"História da Reforma; história da igreja; reforma protestante";HI-L742;;;;;;;;;;;;;;;;;;;;
E-100340;Teologia da Reforma;Matthew Barrett (edit.);;;2017;Thomas Nelson;;;9,78858E+12;1;"reforma protestante; teologia da reforma; ";HI-T314;;;;;;;;;;;;;;;;;;;;
E-100341;O direito à educação domiciliar;Alexandre Magno Fernandes Moreira;;;2017;Monergismo;;;9,78857E+12;1;"educação cristã; educação domiciliar; direito; legislação brasileira";EC-M838;;;;;;;;;;;;;;;;;;;;
E-100342;Introdução à educação cristã: ensino e crescimento;Perry G. Downs;;;2001;Cultura cristã;;;9,78859E+12;1;"educação cristã; educação de filhos; cresimento espiritual";EC-D751;;;;;;;;;;;;;;;;;;;;
E-100343;O príncipe e a taça de veneno;R. C. Sproul;;;2015;Fiel;;;9,78858E+12;1;"literatura infanfil; ficção cristã; vida cristã";LI-S771;;;;;;;;;;;;;;;;;;;;
E-100344;O peso da glória;C. S. Lewis;;;2017;Thomas Nelson;;;9,78858E+12;1;"vida cristã; teologia; sermões";VCE-L673;;;;;;;;;;;;;;;;;;;;
E-100345;A vida de João Calvino;Alister McGrath;;;2004;Cultura cristã;;;8576220296;1;"Biografia; João Calvino; reforma";B-M478;;;;;;;;;;;;;;;;;;;;
E-100346;O Deus e o mal: o problema resolvido;Gordon H. Clark;;2.ed.;2014;Monergismo;;;9,78856E+12;1;"Apologética; responsabilidade humada; livre-arbítrio;  determinismo; soberania";A-C592;;;;;;;;;;;;;;;;;;;;
E-100347;Sementes do calvinismo no Brasil Colonial: uma releitura da história do cristianismo brasileiro;Osvaldo Henrique Hack;;;2007;Cultura cristã;;;8576221799;1;"história da igreja; Brasil; calvinismo";HI-H118;;;;;;;;;;;;;;;;;;;;
E-100348;O maravilhoso evangelho de Cristo;Rosther Lopes;;;2015;-;;;-;1;"evangelho; pregação do evangelho; evangellismo";MEI-L864;;;;;;;;;;;;;;;;;;;;
E-100349;A Peregrina;John Bunyan;;;2021;Publicações Pão Diário;;;9,78165E+12;1;"literatura; ficção cristã";LFC-B942;;;;;;;;;;;;;;;;;;;;
E-100350;O Peregrino;John Bunyan;;;2021;Publicações Pão Diário;;;9,78659E+12;1;"literatura; ficção cristã";LFC-B942;;;;;;;;;;;;;;;;;;;;
E-100351;Ego transformado: a humildade que brota do evangelho e traz a verdadeira alegria;Timothy Keller;;;2014;Vida Nova;;;9,78853E+12;1;"vida cristã; espiritualidade";VCE-K29;;;;;;;;;;;;;;;;;;;;
E-100352;Ensino sobre o cristianismo;J. P. Wiles;;2.ed;2002;PES;;;-;1;"Institutas; doutrina; teologia doutrinal; João Calvino";In-W676;;;;;;;;;;;;;;;;;;;;
E-100353;Você é meu;Max Lucado;;;2011 (reimpr);Hagnos;;;8524302666;1;"literatura infantil; ficção cristã";LI-L932;;;;;;;;;;;;;;;;;;;;
E-100354;O pensamento econômico e social de Calvino;André Biéler;;2.ed;2012;Cultura cristã;;;9,78858E+12;1;"calvinismo; cosmovisão; apologética; economia; política; ética";A-B587;;;;;;;;;;;;;;;;;;;;
E-100355;Cristo e a teologia do pacto;Cornelis P. Venema;;;2019;Cultura cristã;;;9,78858E+12;1;"eleição; aliança; teologia do pacto";TS:TB-V456;;;;;;;;;;;;;;;;;;;;
E-100356;Fome por Deus;John Piper;;2.ed.;2013;Cultura cristã;;;9,78858E+12;1;"vida cristã; jejum e oração";VCE-P665;;;;;;;;;;;;;;;;;;;;
E-100357;Os quatro amores;C. S. Lewis;;;2017;Thomas Nelson;;;9,78858E+12;1;"amor; relacionamentos; vida cristã; filosofia cristã";VCE-L673;;;;;;;;;;;;;;;;;;;;
E-100358;A cruz do Rei;Timothy Keller;;2012;2020  (reimpr.);Vida Nova;;;9,78853E+12;1;"cristologia; Cristo; pessoa e missão";VC-K29;;;;;;;;;;;;;;;;;;;;
E-100359;A supremacia e a suficiência de Cristo: a mensagem de colossenses para a igreja de hoje;Augustus Nicodemus;;;2013;Vida Nova;;;9,78853E+12;1;"comentário bíblico; colossenses; vida cristã";VC-N633;;;;;;;;;;;;;;;;;;;;
E-100360;Teologia Concisa;J. I. Packer;;3.ed.;2014;Cultura cristã;;;9,78858E+12;1;"revelação de Deus; ser de Deus;";TST-P119;;;;;;;;;;;;;;;;;;;;
E-100361;Introdução aos livros históricos;Victor P. Hamilton;;;2018;Cultura cristã;;;9,78858E+12;1;"estudo bíblico; livros históricos";EB-H217;;;;;;;;;;;;;;;;;;;;
E-100362;A fé na era do ceticismo: como a razão explica Deus;Timothy Keller;;;2015;Vida Nova;;;9,78853E+12;1;"fé, apologética, ceticismo; razão";A-K29;;;;;;;;;;;;;;;;;;;;
E-100363;Deus na era secular: como céticos podem encontrar sentido no cristianismo;Timothy Keller;;;2018;Vida Nova;;;9,78853E+12;1;"fé, apologética, ceticismo; razão";A-K29;;;;;;;;;;;;;;;;;;;;
E-100364;Pregação: comunicando a fé na era do ceticismo;Timothy Keller;;;2017;Vida Nova;;;9,78853E+12;1;"pregação; homilética; apologética";A-K29;;;;;;;;;;;;;;;;;;;;
E-100365;Colocando o seu passado no devido lugar: seguindo em frente em plena liberdade e completo perdão;Stephen Viars;;;2012;Nutra;;;9,78856E+12;1;"aconselhamento bíblico; vida cristã.";AB-V619;;;;;;;;;;;;;;;;;;;;
E-100366;Teologia Bíblica: antigo e novo testamentos;Geerhardus Vos;;2.ed;2010;Cultura cristã;;;978-85-7622-873-8;1;"teologia bíblica; doutrina";TB-V959;;;;;;;;;;;;;;;;;;;;
E-100367;A Vinda do Reino;Herman Nicolaas Ridderbos;;;2010;Cultura cristã;;;978–857622–341–2;1;"teologia bíblica; escatologia; reino de Deus";TSEs-R543;;;;;;;;;;;;;;;;;;;;
E-100368;A promessa do futuro: O novo e tão esperado reino de Deus já rompeu durante o advento do Senhor Jesus Cristo.;Cornelis P. Venema;;;2017;Cultura cristã;;;978-85-7622-644-4;1;"escatologia; vida cristã ; estudo bíblico";TSEs-V456;;;;;;;;;;;;;;;;;;;;
E-100369;A vida futura segundo a Bíblia: mensagem sobre o futuro que o fortalece agora;William Hendriksen;;3.ed;2019;Cultura cristã;;;978-85-7622-765-6;1;"escatologia; vida cristã ; estudo bíblico";TSEs-H498;;;;;;;;;;;;;;;;;;;;
E-100370;Os últimos dias segundo Jesus;Robert Charles Sproul;;2.ed.;20016;Cultura cristã;;;978-85-7622-530-0;1;"escatologia; estudo bíblico";TSEs-S771;;;;;;;;;;;;;;;;;;;;
E-100371;O Deus que se revela;Francis A. Schhaeffer;;3.ed;2018;Cultura cristã;;;978-85-7622-657-4;1;"apologética; cosmovisão cristã";A-S328;;;;;;;;;;;;;;;;;;;;
E-100372;O Deus que intervem;Francis A. Schhaeffer;;3.ed.;2017;Cultura cristã;;;978-85-7622-600-0;1;"apologética; cosmovisão cristã";A-S328;;;;;;;;;;;;;;;;;;;;
E-100373;Como viveremos;Francis A. Schhaeffer;;2.ed.;2013;Cultura cristã;;;978-85-7622-472-3;1;"apologética; cosmovisão cristã";A-S328;;;;;;;;;;;;;;;;;;;;
E-100374;A busca da verdade;Nancy Pearcey;;;2018;Cultura cristã;;;978-85-7622-671-0;1;"apologética; cosmovisão cristã";A-P359;;;;;;;;;;;;;;;;;;;;
E-100375;Dicinário da ética cristã;Carl F. H. Henry (org.);;;2007;Cultura cristã;;;85-7622-072-5;1;"vida cristã; ética cristã; cosmovisão; apologética";RD-D546;;;;;;;;;;;;;;;;;;;;
E-100376;Apologética além da razão: Por que ver é realmente crer;James W. Sire;;;2017;Cultura cristã;;;978-85-7622-642-0;1;"apologética; cosmovisão cristã";A-S619;;;;;;;;;;;;;;;;;;;;
E-100377;Estudos bíblicos doutrinários: O tesouro teológico da Confissão de Fé de Westminster em 34 roteiros práticos;Eneziel Peixoto de Andrade;;5.ed;2019;Cultura cristã;;;978-85-7622-856-1;1;"estudo bíblico; símbolos de fé";SF-A554;;;;;;;;;;;;;;;;;;;;
E-100378;Criação e consumação: O Reino, a Aliança e o Mediador;Gerard van Groningen;V. 1;2.ed;2018;Cultura cristã;;;978-85-7622-678-9;1;"Estudo bíblico; escatologia; teologia bíblica (?)";TSEs-G876;;;;;;;;;;;;;;;;;;;;
E-100379;Criação e consumação: O Reino, a Aliança e o Mediador;Gerard van Groningen;V. 2;;2006;Cultura cristã;;;8576220482;1;"Estudo bíblico; escatologia; teologia bíblica (?)";TSEs-G876;;;;;;;;;;;;;;;;;;;;
E-100380;O Progresso da revelação no Antigo Testamento;Gerard van Groningen;;2.ed.;2018;Cultura cristã;;;978-85-7622-725-0;;"teologia bíblica (?); antigo testamento";TB-G876;;;;;;;;;;;;;;;;;;;;
E-100381;Uma História do Pensamento Cristão: Do início até o Concílio de Calcedônia;Justo L. Gonzáles;V.1;2.ed;2015;Cultura cristã;;;978–85–7622–545–4;1;"história da igreja; história da doutrina";HI-G643;;;;;;;;;;;;;;;;;;;;
E-100382;Uma História do Pensamento Cristão: De Agostinho às vésperas da Reforma;Justo L. Gonzáles;V.2;2.ed;2015;Cultura cristã;;;978–85–7622–546–1;1;"história da igreja; história da doutrina";HI-G643;;;;;;;;;;;;;;;;;;;;
E-100383;Uma História do Pensamento Cristão: Da Reforma Protestante ao século 20;Justo L. Gonzáles;V.3;2.ed;2015;Cultura cristã;;;978–85–7622–547–8;1;"história da igreja; história da doutrina";HI-G643;;;;;;;;;;;;;;;;;;;;
E-100384;A Obra do Espírito Santo;Abraham Kuyper;;;2011;Cultura cristã;;;978-85-7622-323-8;1;Pneumatologia (?);TSPn-K97;;;;;;;;;;;;;;;;;;;;
E-100385;Teologia Sistemática;John M. Frame;V.1;;2020;Cultura cristã;;;978-85-7622-858-5 ;1;Teologia Sistemática;TS-F813;;;;;;;;;;;;;;;;;;;;
E-100386;Teologia Sistemática;John M. Frame;V.2;;2020;Cultura cristã;;;978-85-7622-859-2;1;Teologia Sistemática;TS-F813;;;;;;;;;;;;;;;;;;;;
E-100387;Crise nas igrejas reformadas: Artigos em comemoração ao grande Sínodo de Dort 1618–1619;Peter Y. de Jong (org.);;;2018;Cultura cristã;;;978-85-7622-854-7;1;"símbolos de fé; soteriologia; história da igreja reformada";HI-C932;;;;;;;;;;;;;;;;;;;;
E-100388;"Calvino e a vida cristã; Para glorificar a Deus e alegrar-se nele para sempre";Michael S. Horton;;;2017;Cultura cristã;;Teólogos e a vida cristã;978-85-7622-680-2;1;"biografia; vida cristã";B-H823;;;;;;;;;;;;;;;;;;;;
E-100389;Francis Schaeffer e a Vida Cristã: A espiritualidade contracultural;William Edgar;;;2018;Cultura cristã;;Teólogos e a vida cristã;978-85-7622-714-4;1;"biografia; vida cristã";B-E23;;;;;;;;;;;;;;;;;;;;
E-100390;John Newton e a Vida Cristã: O ex-traficante de escravos e piedoso autor de Amazing Grace ninguém desejava além de Jesus;Tony Reinke;;;2018;Cultura cristã;;Teólogos e a vida cristã;978-85-7622-713-7;1;"biografia; vida cristã";B-R372;;;;;;;;;;;;;;;;;;;;
E-100391;Jonathan Edwards e a Vida Cristã: Viver para a beleza de Deus;Dane C. Ortlund;;;2018;Cultura cristã;;Teólogos e a vida cristã;978-85-7622-698-7;1;"biografia; vida cristã";B-O77;;;;;;;;;;;;;;;;;;;;
E-100392;Lutero e a Vida Cristã: Teologia e vida alicerçadas na cruz de Cristo;Carl Trueman;;;2018;Cultura cristã;;Teólogos e a vida cristã;978-85-7622-699-4;1;"biografia; vida cristã";B-T866;;;;;;;;;;;;;;;;;;;;
E-100393;História da Presbiteriana de Alto Jequitibá;Anderson Sathler (org.);-;-;1991;Editora Betânia;-;-;-;1;"história da igreja; igreja presbiteriana";IP-H673;;;;;;;;;;;;;;;;;;;;
E-100394;Ensinando para transformar vidas;Howard Hendricks;-;-;1991;Editora Betânia;-;-;-;1;"ensino; professor; mestre";E-H498;;;;;;;;;;;;;;;;;;;;
E-100395;Deus fez meninos e meninas: audando crianças a entenderem o dom do gênero;Marty Machowski;-;-;2021;Fiel;-;-;9,78656E+12;1;"sexualidade; educação sexual cristã";LI-M151;;;;;;;;;;;;;;;;;;;;
E-100396;Comentário do Novo Testamento: Apocalipse;Simon Kistemaker;-;2.ed. ;2014;Cultura cristã;-;-;9,78858E+12;1;"comentário bíblico; apocalipse";Rco-K61;;;;;;;;;;;;;;;;;;;;
E-100397;Comentário do Novo Testamento: 1 Coríntios;Simon Kistemaker;-;;2014;Cultura cristã;-;-;9,78858E+12;1;"comentário bíblico; apocalipse";Rco-K61;;;;;;;;;;;;;;;;;;;;
E-100398;Introdução à Interpretação Bíblica;"William W. Klein ; Craig L. Blomberg ; Robert L. Hubbard Jr.";;;2017;Thomas Nelson;-;-;9,78858E+13;1;hermeneutica;He-K64;;;;;;;;;;;;;;;;;;;;
E-100399;Teologia Sistemática;Charles Hodge;;;2001;Hagnos;-;-;9,78859E+12;1;Teologia Sistemática;TS-H688;;;;;;;;;;;;;;;;;;;;
E-100400;Evolução teísta: uma crítica científica, fisolófica e teológica;J. P. Moreland (ed.);-;-;2021;Vida Nova;-;-;9,78656E+12;1;"criacionismo; evolucionismo; ciência; filosofia";A-E93;;;;;;;;;;;;;;;;;;;;
E-100401;Em busca de significado: vendo a imagem de Deus no homem;R. C. Sproul;-;-;2022;Vida Nova;-;-;9,78656E+12;1;"dignidade humana; ";VC-S771;;;;;;;;;;;;;;;;;;;;
E-100402;A arte não precisa de justificativa;H. R. Rookmaaker;-;-;2010;Ultimato;-;-;9,78858E+12;1;"arte; artistas";VC-R777;;;;;;;;;;;;;;;;;;;;
E-100403;Aconselhamento a pessoas no final da vida;Eleny Vassão;-;5. ed;2014;Cultura cristã;-;-;9,78858E+12;1;"aconselhamento bíblico; enfermos; morte.";AB-V337;;;;;;;;;;;;;;;;;;;;
E-100404;O Cristo dos pactos;O. Palmer Robertson;-;2.ed;2018 (reimpr.);Cultura cristã;-;-;9,78858E+12;1;"estudo bíblico; teologia da aliança; teologia do pacto";TBTC-R649;;;;;;;;;;;;;;;;;;;;
E-100405;Filosofia : uma perspectiva cristã;"Norman L. Geisler ; Paul D. Feinberg";-;3.ed;2016;Vida Nova;-;-;9,78853E+12;1;filosofia cristã;FC-G313;;;;;;;;;;;;;;;;;;;;
